case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,cache_hit_rate,budget_timeout_tools,soft_wrapped,failed_constraints,violation_kinds
B13,B_money,fc_loop,1,False,True,False,3,2,search_properties|web_search,,search_properties|web_search,13074.3548,0.0006,1.0000,,False,must_mention_source|no_fabricated_number,no_evidence_numbers
B14,B_money,fc_loop,1,False,False,False,4,2,web_search|web_search,,web_search|web_search,11596.9941,0.0003,,,False,reference_calc_match|must_mention_value|forbidden:web_search,forbidden_tool_executed
B15,B_money,fc_loop,1,False,False,False,4,2,web_search|web_search,,web_search|web_search,12053.3466,0.0003,,,False,reference_calc_match|reference_calc_match|must_mention_value|forbidden:web_search,forbidden_tool_executed
C6,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute|calculate_commute|calculate_commute,,calculate_commute|calculate_commute|calculate_commute,4377.0510,0.0002,,,False,no_fabricated_number,no_evidence_numbers
C7,C_commute,fc_loop,1,True,True,False,3,2,calculate_commute|calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute|calculate_commute_cost,12408.2890,0.0004,,,False,,
C8,C_commute,fc_loop,1,True,True,False,2,1,get_transport_info,,get_transport_info,4384.1089,0.0002,,,False,,
C9,C_commute,fc_loop,1,False,True,False,5,4,get_property_details|get_property_details|search_properties|calculate_commute|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,,get_property_details|get_property_details|search_properties|calculate_commute|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost,16349.5501,0.0011,1.0000,,False,must_note_missing_data|no_fabricated_number,no_evidence_numbers
C10,C_commute,fc_loop,1,False,False,False,2,1,calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute_cost,6464.4817,0.0003,,,False,must_call_tool|must_mention_value|must_mention_value|must_mention_source,
C11,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute,,calculate_commute,2809.9068,0.0001,,,False,,
C12,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,4280.0322,0.0002,,,False,,
D7,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety|check_safety,,check_safety|check_safety|check_safety,6688.2295,0.0002,,,False,,
D8,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2559.9914,0.0002,,,False,,
D9,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,4209.7002,0.0002,,,False,must_refuse_fabrication,
D10,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4199.4002,0.0002,,,False,must_flag_contradiction,
D11,D_crime_poi,fc_loop,1,False,True,False,3,2,search_nearby_pois|search_nearby_pois,,search_nearby_pois|search_nearby_pois,4192.6725,0.0002,,,False,must_note_missing_data|must_refuse_fabrication,
D12,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,4748.4359,0.0002,,,False,,
D13,D_crime_poi,fc_loop,1,False,True,False,1,0,,,,836.8486,0.0000,,,False,must_refuse_fabrication,
E6,E_multi_constraint,fc_loop,1,False,False,False,3,1,search_properties,,search_properties,10719.7319,0.0006,1.0000,,False,room_type_match|must_mention_source,
E7,E_multi_constraint,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,3781.0581,0.0002,,,False,must_refuse_fabrication,
E8,E_multi_constraint,fc_loop,1,False,True,False,3,1,search_properties,,search_properties,6958.0442,0.0003,,,False,must_note_missing_data,
E9,E_multi_constraint,fc_loop,1,False,True,False,2,1,calculate_commute|check_safety|search_nearby_pois,,calculate_commute|check_safety|search_nearby_pois,4847.8721,0.0002,,,False,commute_leq_minutes,
E10,E_multi_constraint,fc_loop,1,False,True,False,2,1,search_properties,,search_properties,4957.6524,0.0002,,,False,must_refuse_fabrication,
E11,E_multi_constraint,fc_loop,1,False,True,False,5,4,search_properties|search_properties|check_safety|compare_or_rank_areas|search_nearby_pois|calculate_commute,,search_properties|search_properties|check_safety|compare_or_rank_areas|search_nearby_pois|calculate_commute,19624.5791,0.0009,0.0000,,False,commute_leq_minutes,
F9,F_grounding,fc_loop,1,True,False,False,1,1,check_safety|get_weather|get_transport_info,,check_safety|search_nearby_pois|get_weather|get_transport_info,27038.7873,0.0001,,search_nearby_pois:batch,True,,
F10,F_grounding,fc_loop,1,True,True,False,4,3,web_search|search_properties|search_properties,,web_search|search_properties|search_properties,9930.3307,0.0006,1.0000,,False,,
F11,F_grounding,fc_loop,1,False,False,False,2,1,get_transport_info,,get_transport_info,2635.9356,0.0002,,,False,must_flag_stale_data,
F12,F_grounding,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,2697.6932,0.0002,1.0000,,False,must_refuse_fabrication,
F13,F_grounding,fc_loop,1,True,True,False,2,1,search_properties|check_safety,,search_properties|check_safety,16800.3059,0.0004,0.0000,,False,,
F14,F_grounding,fc_loop,1,False,False,False,6,5,get_property_details|search_properties|get_property_details|web_search|web_search,,get_property_details|search_properties|get_property_details|web_search|web_search,12462.1652,0.0005,,,False,reference_calc_match|must_mention_value|must_refuse_fabrication|forbidden:search_properties,forbidden_tool_executed
F15,F_grounding,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,4318.0483,0.0003,,,False,,
F16,F_grounding,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,2641.4325,0.0002,,,False,,
F17,F_grounding,fc_loop,1,True,True,False,3,2,get_property_details|web_search,,get_property_details|web_search,8434.6868,0.0003,,,False,,
G8,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3655.8092,0.0002,1.0000,,False,,
G9,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,3529.7208,0.0001,,,False,must_not_mention_value|must_note_missing_data,
G10,G_memory,fc_loop,1,False,False,False,1,0,,,,1902.2611,0.0001,,,False,must_call_tool|must_recall_value,
G11,G_memory,fc_loop,1,False,True,False,1,1,ask_user,,ask_user,1557.9294,0.0001,,,False,must_flag_contradiction|must_refuse_fabrication,
G12,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,2810.4665,0.0001,,,False,,
G13,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,2659.0447,0.0001,,,False,,
G14,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2542.5062,0.0001,,,False,must_not_mention_value,
G15,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2670.3596,0.0001,,,False,must_note_missing_data,
G16,G_memory,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,4813.8890,0.0004,1.0000,,False,must_call_tool,
