case_id,category,arch,repeat,passed,route_matched,hard_gate,llm_calls,tool_batches,tools_executed,tools_denied,tools_requested,latency_ms,cost_usd,cache_hit_rate,budget_timeout_tools,soft_wrapped,failed_constraints,violation_kinds
C6,C_commute,fc_loop,1,False,True,False,2,1,calculate_commute|calculate_commute|calculate_commute,,calculate_commute|calculate_commute|calculate_commute,4966.4310,0.0003,,,False,no_fabricated_number,no_evidence_numbers
C7,C_commute,fc_loop,1,True,True,False,3,2,calculate_commute|calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute|calculate_commute_cost,7065.0512,0.0003,,,False,,
C8,C_commute,fc_loop,1,True,True,False,2,1,get_transport_info,,get_transport_info,4107.9143,0.0001,,,False,,
C9,C_commute,fc_loop,1,False,True,False,5,4,get_property_details|get_property_details|calculate_commute|calculate_commute|search_properties|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost|search_properties,,get_property_details|get_property_details|calculate_commute|calculate_commute|search_properties|calculate_commute|calculate_commute|calculate_commute_cost|calculate_commute_cost|search_properties|calculate_commute_cost,27040.6449,0.0013,1.0000,calculate_commute_cost:batch,True,must_mention_value|must_mention_value|must_note_missing_data,
C10,C_commute,fc_loop,1,False,False,False,2,1,calculate_commute|calculate_commute_cost,,calculate_commute|calculate_commute_cost,7026.1340,0.0003,,,False,must_call_tool|must_mention_value|must_mention_value|must_mention_source,
C11,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute,,calculate_commute,2953.8323,0.0001,,,False,,
C12,C_commute,fc_loop,1,True,True,False,2,1,calculate_commute|calculate_commute,,calculate_commute|calculate_commute,4084.6291,0.0002,,,False,,
D7,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety|check_safety|check_safety,,check_safety|check_safety|check_safety,5211.1200,0.0003,,,False,,
D8,D_crime_poi,fc_loop,1,True,True,False,2,1,search_nearby_pois,,search_nearby_pois,2701.7806,0.0002,,,False,,
D9,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety|check_safety,,check_safety|check_safety,3740.6971,0.0002,,,False,must_refuse_fabrication,
D10,D_crime_poi,fc_loop,1,False,True,False,2,1,check_safety,,check_safety,4515.2041,0.0001,,,False,must_flag_contradiction,
D11,D_crime_poi,fc_loop,1,False,True,False,3,2,search_nearby_pois|search_nearby_pois,,search_nearby_pois|search_nearby_pois,4264.5074,0.0002,,,False,must_note_missing_data|must_refuse_fabrication,
D12,D_crime_poi,fc_loop,1,True,True,False,2,1,check_safety,,check_safety,3740.1991,0.0001,,,False,,
D13,D_crime_poi,fc_loop,1,False,True,False,1,0,,,,1032.5113,0.0000,,,False,must_refuse_fabrication,
E6,E_multi_constraint,fc_loop,1,False,False,False,3,1,search_properties,,search_properties,8439.8247,0.0003,1.0000,,False,must_mention_source,
E7,E_multi_constraint,fc_loop,1,False,True,False,2,2,search_properties|search_nearby_pois,,search_properties|search_nearby_pois|search_nearby_pois,27023.3011,0.0002,,search_nearby_pois:batch,True,must_refuse_fabrication,
E8,E_multi_constraint,fc_loop,1,False,True,False,3,1,search_properties,,search_properties,5795.9309,0.0003,,,False,must_flag_unrealistic_constraint,
E9,E_multi_constraint,fc_loop,1,False,True,False,2,1,calculate_commute|check_safety|search_nearby_pois,,calculate_commute|check_safety|search_nearby_pois,4393.2181,0.0003,,,False,commute_leq_minutes,
E10,E_multi_constraint,fc_loop,1,False,True,False,6,4,search_properties|compare_or_rank_areas|search_properties|search_properties,,search_properties|compare_or_rank_areas|search_properties|search_properties,15568.8346,0.0009,,,False,must_refuse_fabrication,
E11,E_multi_constraint,fc_loop,1,False,False,False,4,2,search_properties|search_properties|compare_or_rank_areas,,search_properties|search_properties|compare_or_rank_areas|search_properties,24991.8354,0.0008,0.0000,search_properties:batch,True,room_type_match|must_mention_source,
F9,F_grounding,fc_loop,1,True,True,False,2,2,check_safety|web_search|get_transport_info,,check_safety|web_search|search_nearby_pois|get_transport_info,27029.8534,0.0001,,search_nearby_pois:batch,True,,
F10,F_grounding,fc_loop,1,True,True,False,3,2,web_search|search_properties,,web_search|search_properties,6703.9704,0.0002,,,False,,
F11,F_grounding,fc_loop,1,False,False,False,3,1,get_transport_info,,get_transport_info,4156.8530,0.0001,,,False,must_flag_stale_data,
F12,F_grounding,fc_loop,1,True,False,False,2,1,search_properties,,search_properties,4226.5119,0.0002,1.0000,,False,,
F13,F_grounding,fc_loop,1,True,True,False,1,0,,,,4379.0227,0.0001,,,False,,
F14,F_grounding,fc_loop,1,False,False,False,6,5,get_property_details|get_property_details|web_search|web_search|search_properties,,get_property_details|get_property_details|web_search|web_search|search_properties,14220.7938,0.0006,,,False,reference_calc_match|must_mention_value|must_refuse_fabrication|forbidden:search_properties,forbidden_tool_executed
F15,F_grounding,fc_loop,1,True,True,False,3,2,search_properties|get_property_details|get_property_details|get_property_details,,search_properties|get_property_details|get_property_details|get_property_details,5800.6467,0.0003,,,False,,
F16,F_grounding,fc_loop,1,True,True,False,2,1,get_property_details,,get_property_details,4059.9564,0.0001,,,False,,
F17,F_grounding,fc_loop,1,True,True,False,4,3,get_property_details|web_search|web_search,,get_property_details|web_search|web_search,11748.2215,0.0004,,,False,,
G8,G_memory,fc_loop,1,True,True,False,2,1,search_properties,,search_properties,3967.6795,0.0003,1.0000,,False,,
G9,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2853.3075,0.0001,,,False,must_forget,
G10,G_memory,fc_loop,1,False,False,False,1,0,,,,2299.6067,0.0001,,,False,must_call_tool|must_recall_value,
G11,G_memory,fc_loop,1,False,True,False,1,1,ask_user,,ask_user,1517.7238,0.0001,,,False,must_flag_contradiction|must_refuse_fabrication,
G12,G_memory,fc_loop,1,True,True,False,2,1,remember,,remember,2734.1095,0.0001,,,False,,
G13,G_memory,fc_loop,1,True,True,False,2,1,recall_memory,,recall_memory,3208.9467,0.0001,,,False,,
G14,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,1773.3604,0.0001,,,False,must_not_mention_value,
G15,G_memory,fc_loop,1,False,True,False,2,1,recall_memory,,recall_memory,2704.4714,0.0001,,,False,must_note_missing_data,
G16,G_memory,fc_loop,1,False,False,False,2,1,search_properties,,search_properties,4345.9113,0.0002,1.0000,,False,must_call_tool,
